r_m,depth_km,sigma_S_m,eps_r
4.852185651302603073e+05,1.252181434869739633e+03,5.418047300821329793e-02,6.500000000000000000e+00
4.886968468937873840e+05,1.248703153106212540e+03,5.412522258743257542e-02,6.500000000000000000e+00
4.921751286573144607e+05,1.245224871342685447e+03,5.407002850814957712e-02,6.500000000000000000e+00
4.956534104208415374e+05,1.241746589579158353e+03,5.401489071291017824e-02,6.500000000000000000e+00
4.991316921843686141e+05,1.238268307815631488e+03,5.395980914431885989e-02,6.500000000000000000e+00
5.026099739478956908e+05,1.234790026052104395e+03,5.390478374503859110e-02,6.500000000000000000e+00
5.060882557114227675e+05,1.231311744288577302e+03,5.384981445779084969e-02,6.500000000000000000e+00
5.095665374749498442e+05,1.227833462525050209e+03,5.379490122535550423e-02,6.500000000000000000e+00
5.130448192384769209e+05,1.224355180761523116e+03,5.374004399057080716e-02,6.500000000000000000e+00
5.165231010020039976e+05,1.220876898997996022e+03,5.368524269633324214e-02,6.500000000000000000e+00
5.200013827655308414e+05,1.217398617234469157e+03,5.363049728559758644e-02,6.500000000000000000e+00
5.234796645290579181e+05,1.213920335470942064e+03,5.357580770137672366e-02,6.500000000000000000e+00
5.269579462925849948e+05,1.210442053707414971e+03,5.352117388674171305e-02,6.500000000000000000e+00
5.304362280561120715e+05,1.206963771943887878e+03,5.346659578482163694e-02,6.500000000000000000e+00
5.339145098196391482e+05,1.203485490180360785e+03,5.341207333880356595e-02,6.500000000000000000e+00
5.373927915831662249e+05,1.200007208416833691e+03,5.335760649193251048e-02,6.500000000000000000e+00
5.408710733466930687e+05,1.196528926653306826e+03,5.248280067031430712e-02,6.500000000000000000e+00
5.443493551102203783e+05,1.193050644889779733e+03,5.162067461894780801e-02,6.500000000000000000e+00
5.478276368737474550e+05,1.189572363126252640e+03,5.077271056577793706e-02,6.500000000000000000e+00
5.513059186372745316e+05,1.186094081362725547e+03,4.993867587406593256e-02,6.500000000000000000e+00
5.547842004008016083e+05,1.182615799599198454e+03,4.911834172855737701e-02,6.500000000000000000e+00
5.582624821643286850e+05,1.179137517835671360e+03,4.831148307270703018e-02,6.500000000000000000e+00
5.617407639278555289e+05,1.175659236072144495e+03,4.751787854693546864e-02,6.500000000000000000e+00
5.652190456913826056e+05,1.172180954308617402e+03,4.673731042789920631e-02,6.500000000000000000e+00
5.686973274549096823e+05,1.168702672545090309e+03,4.596956456875941205e-02,6.500000000000000000e+00
5.721756092184367590e+05,1.165224390781563216e+03,4.521443034043080150e-02,6.500000000000000000e+00
5.756538909819638357e+05,1.161746109018036123e+03,4.447170057379645769e-02,6.500000000000000000e+00
5.791321727454909123e+05,1.158267827254509029e+03,4.374117150287119143e-02,6.500000000000000000e+00
5.826104545090177562e+05,1.154789545490982164e+03,4.302264270889923775e-02,6.500000000000000000e+00
5.860887362725448329e+05,1.151311263727455071e+03,4.231591706536941971e-02,6.500000000000000000e+00
5.895670180360719096e+05,1.147832981963927978e+03,4.162080068393453347e-02,6.500000000000000000e+00
5.930452997995992191e+05,1.144354700200400885e+03,4.093710286121813452e-02,6.500000000000000000e+00
5.965235815631262958e+05,1.140876418436873792e+03,4.026463602649590218e-02,6.500000000000000000e+00
6.000018633266533725e+05,1.137398136673346698e+03,3.960321569023577543e-02,6.500000000000000000e+00
6.034801450901802164e+05,1.133919854909819833e+03,3.895266039348410647e-02,6.500000000000000000e+00
6.069584268537072930e+05,1.130441573146292740e+03,3.831279165808238601e-02,6.500000000000000000e+00
6.104367086172343697e+05,1.126963291382765647e+03,3.768343393770274413e-02,6.500000000000000000e+00
6.139149903807614464e+05,1.123485009619238554e+03,3.706441456968684323e-02,6.500000000000000000e+00
6.173932721442885231e+05,1.120006727855711461e+03,3.645556372767667225e-02,6.500000000000000000e+00
6.208715539078155998e+05,1.116528446092184367e+03,3.585671437502276071e-02,6.500000000000000000e+00
6.243498356713424437e+05,1.113050164328657502e+03,3.526770221895852986e-02,6.500000000000000000e+00
6.278281174348695204e+05,1.109571882565130409e+03,3.468836566552650075e-02,6.500000000000000000e+00
6.313063991983965971e+05,1.106093600801603316e+03,3.411854577524593007e-02,6.500000000000000000e+00
